,평균기온(°C),일교차(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 전운량(1/10),오존(O3),미세먼지(PM10)
"('20M', '건어물 건새우')",-0.03594453831601514,-0.04304388636969516,-0.005556433051311975,0.032518691687549284,-0.018491228567079233,0.043294688145369326,-0.010199258130708036,0.04777364334947505
"('20M', '건어물 노가리')",0.08994838650125235,-0.00833319468133094,0.05380717557215914,-0.010635970517954585,0.10632649931378206,0.008063367714869343,-0.02830164539609972,-0.01173744199342306
"('20M', '건어물 마른오징어')",-0.02806985227717526,-0.05400350504858562,-0.00975296786028245,0.043340098141506564,0.04654118498796637,0.0763005220833054,0.04737278346815271,0.014799663837838687
"('20M', '건어물 멸치')",-0.06451798244836034,-0.08552558127600306,0.044372600653101994,0.053450092070675845,-0.0012605587277639862,0.031029873030427948,-0.06144636021406482,-0.06222030295209652
"('20M', '건어물 쥐포')",-0.08919507226850495,0.02424417188003401,-0.01012223357707993,0.014459979383872314,-0.012762251981237326,-0.02651749186740507,-0.04998419906407909,0.05012794390312006
"('20M', '건어물 진미채')",0.07014749711257029,0.02986861415263852,0.012813378893100585,-0.0331322601702373,0.04484837829698211,-0.04281132673070452,0.05184649962231851,0.004835703560714961
"('20M', '건어물 황태')",-0.04622387286444431,-0.06261663352426657,0.0033283827035646917,0.07841577991900132,0.014544404294973062,0.030509981213630872,-0.011812502469862726,-0.03783373808638394
"('20M', '건자두')",0.11758129891806987,-0.008939306112425485,0.06688099452610662,-0.05843277604018813,0.036648595826910844,0.05967179851112105,0.08238952913976454,0.0032857870178790278
"('20M', '건포도')",0.1479473812967792,-0.08036151496105706,0.05293726237530568,-0.021439163027070527,0.09603728411369118,0.06763285080915091,0.03510110608915135,-0.08836794527935866
"('20M', '게장류')",-0.0036579804442715565,0.020214934133386868,-0.08345127157015576,-0.045668061843735,-0.00398642945086717,0.005218767751818867,-0.06292641519553066,0.02796119253360521
"('20M', '견과류')",0.0024688276873688977,-0.00119652761914042,0.04783214226452076,0.08688605142412079,0.04599409729820943,0.08634458110401225,0.09890597591568036,0.05159936192133246
"('20M', '견과류 땅콩')",-0.16918708017367037,0.052532815066170184,-0.007723749414747177,0.02341024371457181,-0.10759428906494933,-0.037741015462800766,-0.05343449318058068,0.06715236733916534
"('20M', '견과류 마카다미아')",-0.016974538292891438,0.049013465621678666,-0.012926660256903207,0.10413945370720601,-0.03806897755405799,0.006645018580285736,0.0872217163755905,0.05270361426228842
"('20M', '견과류 밤')",-0.09499424793216675,-0.02563767880041355,0.02984630744801724,-0.011218446971560835,0.0012082430731683506,0.011476623999057417,-0.14056153490060072,-0.0076342450474101665
"('20M', '견과류 잣/은행')",-0.0525492496025837,0.034077744880188075,-0.03235622953217096,-0.00830693145258124,-0.07088257136966036,-0.01680195885227526,-0.03614199192107857,0.05446225857433499
"('20M', '견과류 카카오닙스')",-0.044130304953282566,-0.0011888617169857646,0.001728952086972459,-0.032012061210075986,-0.010781876828962663,0.0026630985221980097,-0.03632032999444106,0.11850783371952323
"('20M', '견과류 캐슈넛')",0.004965910955653463,-0.01730939091391346,0.024173610732241838,-0.016783652549755786,0.06754788192677373,0.04275342988725938,0.019932247089687914,0.02611847999841012
"('20M', '견과류 피스타치오')",0.17629741113389288,-0.050943936834484824,0.06541804457090164,-0.02700875203206616,0.07834914305173171,0.05065873464333603,0.029612051371648043,-0.08010543058966169
"('20M', '견과류 호두')",-0.008336515132493253,0.024604340970364482,0.027334335137258928,0.012572472839092522,-0.019718418643278075,-0.009909618705931052,0.012220616224590483,0.009246637194891109
"('20M', '계란')",0.23626707599648825,0.011969427801686174,0.055056083038228426,0.003381855710922132,0.11734405108268145,0.036668645271193664,0.08764629938910572,-0.11199287987244659
"('20M', '고등어')",0.03297976394726862,-0.029485338447227002,0.001569224509463289,-0.021332046510826198,0.01887578449065206,-0.008974592597489846,-0.020243357745953122,-0.06967276892848961
"('20M', '고추/피망/파프리카')",0.13785640949167752,0.004159852258225169,0.02627150704856095,0.02068042065106889,0.096487002458561,0.049804160367607334,0.13539615770544067,-0.04016458007595257
"('20M', '곡물차')",-0.032474242423975855,-0.03953404110389816,-0.01572355435332994,-0.014451074342864967,0.031231024888459955,0.007223421883615405,-0.07608980692753071,-0.060284154332676046
"('20M', '공기정화 용품')",-0.1235462852969883,0.08352090975572252,-0.05599932448503545,0.00935599968793743,-0.040310369224761146,-0.006137011596709413,0.05186169176746222,0.4249643828515327
"('20M', '공기청정기')",-0.20792704792831487,0.13994149082786453,-0.0783802839316844,0.012885613047145165,-0.15305093988821464,-0.047342510564970665,0.056307549260454164,0.4956126486788905
"('20M', '곶감/반건시')",-0.1599128903441745,-0.09183593562621152,-0.026597024322442226,0.0591238608177793,-0.07274507630825153,0.005039237739504592,-0.15330703227249365,0.012010035994615994
"('20M', '과실차')",0.007654412230177747,0.01938177988163578,-0.03484893856724761,0.00799656060418505,-0.023792535952555764,-0.0006454856709483707,0.02666589227583171,-0.0018141146826806615
"('20M', '과일류')",0.22802719613395117,0.0019967192095750137,0.028478888621743744,0.018095992577898116,0.07013257211542182,0.0764367705881568,0.18374076774082426,-0.09437822534040935
"('20M', '과일세트')",-0.024199349138845066,-0.06327565229132408,0.0062845476530769846,-0.005935360057954152,0.015870604651884238,0.08360827916989912,-0.07503660550939971,-0.012936430828006678
"('20M', '과일채소 분말/분태')",-0.005224012677542558,0.10632450863530997,-0.034388592077087526,-0.07436820014999215,-0.05798525044103993,-0.07233830232664147,-0.018907771566377966,0.031090112839090783
"('20M', '과채 음료/주스')",0.13518420740559514,0.038394290274581445,0.000976843375341062,0.03106928491065897,0.05311365217673032,0.01139408168282425,0.09455441177772145,0.052885445058703906
"('20M', '구이/수육용 돈육')",-0.08624410535625197,-0.007713001565522975,-0.033428906550899355,0.033033797675975585,-0.030579235872527127,-0.05658052383741175,-0.030446335226511773,-0.005201777956869084
"('20M', '국내산 돈육')",-0.05979679529938703,-0.007518869956221956,0.014035235471283112,0.04640198271520248,-0.0264410914039041,-0.012963531451721291,-0.038080444818791165,-0.019288782263295414
"('20M', '굴 생물')",-0.410609649878115,0.04328914516789323,-0.111187721978811,0.0021616944457978522,-0.18661559973625433,-0.18402613394940415,-0.39542781000272287,0.09613500255946866
"('20M', '굴비/조기')",-0.04089864963699584,-0.10098963689531838,0.05638415597647214,-0.0040869812984219945,0.04053127996337322,0.059352035059203896,-0.1503547515119709,-0.019156662730008975
"('20M', '글루코사민/키토산 영양제')",0.1307449465129972,-0.08667139773558799,0.11998463009092498,-0.022843605409895665,0.1134135463351616,0.08948755304384638,-0.0005238934144248244,-0.0565301618967163
"('20M', '기능성 링클케어 화장품')",0.06285308847954169,0.010543770434339727,-0.0033667690865420014,-0.021817974081318536,0.031062412260567492,-0.009398048855582864,0.05652365307022971,-0.010560294543624631
"('20M', '기능성 모공관리 화장품')",0.05346034458697344,0.044180001122600385,-0.0207896480367514,-0.002493595420976088,0.002889949199049404,0.019304687636824636,0.1389756964569238,0.07151892065583229
"('20M', '기능성 아이케어 화장품')",-0.14564185011278483,0.01289006388596252,-0.01811830689954263,0.006683228252692599,-0.06119233564741293,0.0024360769458537405,-0.07100027239758301,0.01878934239101185
"('20M', '기능성 영양보습 화장품')",-0.09420279479754756,0.03565346642335423,-0.0618620455524085,-0.02908156164181276,-0.07840937254284755,-0.05071498386346686,-0.0494127031449305,0.04966025582183111
"('20M', '기능성 트러블케어 화장품')",-0.010258460043392526,0.05128521015079073,-0.0370407025632239,-0.024832861600495106,-0.06602632725075527,0.035670635549661746,0.032955607280345106,0.026223145699306484
"('20M', '기능성 화이트닝 화장품')",-0.017038442535894264,-0.006135128593732475,-0.023426189738887614,0.04930020645931791,-0.034486090540970786,-0.01706309913189689,0.018567815815507364,-0.012240590802149563
"('20M', '기능성 화장품 세트')",-0.1436832851782424,-0.04409794852676535,-0.051220870056835205,-0.011420531718712807,-0.03974650197843454,0.05723158590954905,-0.16579887002749416,0.04792199196038536
"('20M', '기초 화장용 로션')",-0.3217321741046262,0.06334746546134999,-0.1168729472157459,0.051081559489884354,-0.21510304325448393,-0.1129015522066918,-0.14702161282569248,0.1288356439750746
"('20M', '기초 화장용 미스트')",0.01310025225627629,-0.0010226732953693028,-0.04384414377706573,0.0021216889486727823,-0.005327117754182926,-0.011547053943741416,-0.016842709156796653,0.04223169258235743
"('20M', '기초 화장용 스킨')",-0.09747624129841094,-0.021302902918013223,0.022627431690984617,0.002136190107850095,-0.02464142532848864,0.02467427304793964,-0.15039446055610556,0.019753494669656965
"('20M', '기초 화장용 에센스')",-0.19199691456490667,0.027461936282730377,-0.06221523092280024,0.067780646169023,-0.1087385251981435,0.02635532865128869,-0.1094782683215982,0.06605760258462343
"('20M', '기초 화장용 오일/앰플')",-0.21350587589015255,0.0004892756076875898,-0.07241575758347968,-0.03378892295724879,-0.08449958194728047,-0.0398968962874794,-0.2555362127837728,0.01531030893161947
"('20M', '기초 화장용 크림')",-0.4394497079657483,0.07184583121917566,-0.11813001861281097,-0.009899763388676507,-0.23819865884668273,-0.11316024103603023,-0.31663099138895,0.19202173332815528
"('20M', '기타 농산물')",-0.09123470346307994,0.026484681308884293,0.0034204583289381583,0.024272665400867748,-0.024283823057810246,-0.02137822643395024,-0.03339824075733612,0.05652090976552224
"('20M', '기타 주스류')",0.16449363101482278,-0.04676067021593877,-0.027034333988276572,-0.04250565753551979,0.10920968429073398,0.10429145138081564,-0.012579048968445448,-0.08718512938315909
"('20M', '기타 한방/환제품')",-0.033328824074888456,-0.027287260453243322,0.03638548028656099,-0.0046707449097159615,-0.004714503601782257,0.0021037684133883372,-0.08340804941762853,0.018011197209334178
"('20M', '김치류')",0.13480245043807182,0.0030285050121358218,0.028536029963440894,0.011009657566599749,0.07355149610069368,0.02069691549596305,0.07798266910962114,-0.048636020871634086
"('20M', '꽃게')",0.13358204232610107,-0.05782747638809186,0.09931153853929243,-0.043133227123001425,0.1153433469772395,0.08596529400384859,0.005274863625193857,-0.13444552292776646
"('20M', '나물')",0.030819265147253413,-0.04469536813844506,0.07286618012496471,0.019426154974847377,0.11134676400602046,0.03947533572445234,-0.06962396093069137,-0.05056369033187538
"('20M', '낙지')",0.10966920501855067,0.04266765480663184,0.053092249126518984,-0.002389880506020937,0.01594133232847632,-0.0144926616879167,0.1805257375930008,-0.032150818809450324
"('20M', '난방용 열풍기')",-0.03771284756215398,-0.04822459732207833,-0.013994032488416505,-0.003215114326396368,0.008710415843312749,0.029284626623203143,-0.035379617878487514,0.08308952016733952
"('20M', '남성 로션')",-0.13472458121350583,0.0871897690963119,-0.030863398893033234,0.020447476154136758,-0.10524685121542329,-0.07644820651430762,-0.022467624577539397,0.10731698984581511
"('20M', '남성 메이크업')",-0.25519919345929165,0.1099522870608042,-0.04727638960651886,0.09854704454913915,-0.1946159331718391,-0.0484088961826753,0.01772016487970466,0.18881959628461
"('20M', '남성 선케어')",0.17448833790276838,0.10327016510035603,-0.00012015189089088298,-0.005554986049419508,-0.0009444794701366668,-0.023197535794701987,0.2246573723366338,0.03940077494135182
"('20M', '남성 세트')",-0.2300246986315645,0.07302989100045676,-0.056775079590606535,-0.039306550333189916,-0.14134770541482733,-0.058759849160975056,-0.13523885668570834,0.1131293528184493
"('20M', '남성 쉐이빙')",-0.03354344005808793,0.03433961406658228,-0.04489990479265523,-0.05973004460259452,0.0013464319807999852,-0.014381065396475741,-0.13417432673399113,0.01625999537103536
"('20M', '남성 스킨')",-0.03578917199331043,0.046863626569184635,0.014298463996953541,-0.022075488279587448,-0.023739183243952116,-0.028160305577062766,-0.010871908488314862,0.09667099837003544
"('20M', '남성 에센스')",-0.08457170325352775,0.04610252808698724,-0.042131996345160024,0.055433079240325096,-0.09743780559152944,-0.03434005266186272,-0.0013346805988962175,0.10888397486889594
"('20M', '남성 크림')",-0.058730704621895835,0.09639318198328492,-0.0036841736598287817,0.011699436323305093,-0.055124946466587194,-0.03290305722406791,0.014888032357279765,0.08763822972571052
"('20M', '남성 클렌징')",0.21883200045059323,0.04216712056942589,0.05814975255379453,-0.04874656646261976,0.11710845990579244,0.05294748534068698,0.13654017538111402,-0.04994993611370945
"('20M', '남성향수')",0.05575960430796839,0.009858295722131876,0.0044856837301515936,0.05383948957067333,0.0327139953382545,0.018069757569932135,0.01985567875330956,-0.05521468169746834
"('20M', '냉풍기')",0.43506394650392405,-0.08320256765338788,-0.011363242819122732,-0.07259900643845259,0.1659643687126627,-0.04516827765333696,0.1401821339930085,-0.12815236540289424
"('20M', '네일 메이크업 용품')",0.029320054402249947,0.0022759607525031987,0.0014112943040858817,-0.018933394122377926,0.014300694503275183,0.03465637792424405,0.02200967862887509,0.09651050697876246
"('20M', '네일관리 소품')",0.03335339044358491,-0.009606478959754076,-0.043686315866585744,-0.02061837245081526,0.018991290107017274,-0.0009981988998599206,0.052690260772723055,-0.013222248187540859
"('20M', '네일리무버')",0.05519485021000924,-0.07122468752433223,-0.018776058425447276,0.05909439364755729,0.049103138938498735,0.03550572585459875,0.05845910309082913,-0.02260453953293549
"('20M', '네일세트')",-0.04708870354037282,-0.0018067680137745623,-0.03689773807436628,0.0164028462500202,-0.012865981420485954,0.0046905338523573125,0.00047269243186288544,0.06129048750800584
"('20M', '네일아트')",0.13758684245203304,-0.02767811917884244,0.02966778882197643,0.01794857857147596,0.07607491930859515,0.07403595544178494,0.1227700136059436,-0.03371221109804232
"('20M', '네일컬러')",0.1009834306164696,-0.06476876568632244,0.037672306848481774,0.062276773776563966,0.07485059094612385,0.028628053932191765,0.1063416329269669,-0.08401038109614987
"('20M', '네일케어')",-0.00510389349474216,0.09017052207819394,0.0006162294513910334,-0.0024392722478022585,-0.03435365571334461,-0.04779020328819293,0.020519498047452196,0.0635589782789256
"('20M', '녹차')",-0.050126450520251324,0.08804189041151313,-0.016511916621001325,-0.031570694174044865,-0.07795377113811752,-0.043944857616126314,-0.03584662923715372,0.05669801523761839
"('20M', '느타리버섯')",-0.08962387095921415,-0.06653636234093882,-0.014745825909236518,0.04761857950438661,-0.06499646765292831,-0.04063257709492376,-0.09419261044814833,-0.012134795443977496
"('20M', '다이어트보조식')",0.30631033732647023,-0.043379550222465396,0.05570112203058289,0.022920492714675476,0.121995057963117,0.16115177781739806,0.33512002977442895,-0.04520058704935605
"('20M', '다이어트용 헬스보충식품')",0.3677458132997279,0.0025935276043271335,0.04589957178840535,0.0087253681016744,0.1508788022970968,0.1291740818877264,0.30092892351132694,-0.09636936940110215
"('20M', '닭 양념육')",0.06230826684935463,-0.06398479219887585,0.036088439594066185,0.08029843713448961,0.0536602012661185,0.07507154854228656,-0.010002653373506228,-0.07804642122498825
"('20M', '닭가슴살')",0.14622172607190528,-0.01033134720156804,0.05673917669467729,-0.009377294723898574,0.11815165194094358,0.05972386424132098,0.021460301814632984,-0.007656181420791973
"('20M', '대게/킹크랩')",-0.20258018988423668,0.016594939329290313,-0.07526091998953664,-0.004065313076158691,-0.10656138573679684,-0.08943945895180783,-0.13902646425117635,0.05909839910969687
"('20M', '더치커피')",0.21206319717361657,0.06815352873870159,0.04145926799392906,-0.05482025094774625,0.07292724872104023,0.023619993216062667,0.19766172353838535,0.028161810474489075
"('20M', '데오드란트')",0.3698151317924306,0.08796642897157267,0.06397022402674134,0.03729418056457399,0.12604936425736885,0.10897778228717755,0.4452197549515376,-0.014736494749239876
"('20M', '도라지/더덕')",-0.1460411012911465,0.012731014784990164,-0.032849283586492715,0.002901169312390899,-0.048411365449292004,-0.06805720428226836,-0.09225231111929329,0.044325111406728394
"('20M', '돈풍기')",-0.038112762343613125,0.016595634291930877,-0.011033148859738832,0.015146752867963669,0.007055287757070574,-0.032389265014878495,-0.01859724999709787,-0.00584138721287267
"('20M', '돼지 곱창')",0.12727164867909166,-0.14911007155930806,0.05549434579201306,-0.10229441473976095,0.15991147723447807,0.0998888151273199,-0.10070336606755044,-0.24255196048527353
"('20M', '두유')",0.01387402220068269,0.027517049678093135,0.014651687422491795,-0.024701738212504744,0.006776017109330182,0.023408520086039622,-0.03131608942608243,0.05505522606210632
"('20M', '둥굴레차')",-0.14992587434200713,0.09072904943991016,-0.059067203181381714,0.06806817216139745,-0.10996387758170571,-0.10544960390146557,0.0002498000986704476,0.15239795842576273
"('20M', '딸기/복분자/블루베리')",-0.2801212859712503,0.06492128051543389,-0.08201972029175894,0.03420026721798958,-0.20973049864399054,-0.08130754422233423,-0.1022437043628228,0.15618878758854962
"('20M', '딸기우유')",-0.23418843848504892,0.08093971345717367,0.012529747433323272,0.07441189141748061,-0.11113504599121517,0.021194659564761378,-0.017286754674313842,0.18326233172268028
"('20M', '라디에이터')",-0.2895509611178891,0.05869985746057098,-0.0746821509735633,-0.059000867322954564,-0.15569457909134987,-0.13222380218917834,-0.2986467953091865,0.021420266969259652
"('20M', '랍스타')",-0.20594786385684005,0.08003189226438176,-0.05261077980054308,0.024876174353920574,-0.15905015467843048,-0.05066304555471998,-0.06463669298975172,0.12837556028996946
"('20M', '레몬/자몽')",0.16222539473691067,0.07261883692090702,0.02352541435491757,0.07441017321299667,0.05792959278930328,0.016410671017671595,0.24946456378476992,0.04118645187995919
"('20M', '루테인/눈 영양제')",-0.10613146809225277,-0.007949264109958184,-0.07782274922664285,-0.0098109199006084,-0.03269954024244112,0.00505525754489818,-0.06829627452388583,0.041249220159360625
"('20M', '린스')",-0.12200801180347695,0.032061592350779315,-0.03687197256292557,-0.015808172000187783,-0.12588894696725386,-0.03817598941102594,-0.04154792454930208,0.05936334835006701
"('20M', '립앤아이 리무버')",-0.09459152881655038,0.06452225685000595,-0.07786489527374937,-0.02370788457921613,-0.08404000987854182,-0.07731956400388364,0.00024718588397214106,0.11614119143524142
"('20M', '마/야콘')",0.0033910670973414723,-0.03650343127198949,-0.03185230833346656,0.004315252073549742,-0.029569840054849354,-0.022909835577190965,-0.003172103113997712,-0.033303973777805244
"('20M', '마늘/생강')",0.04845347153424542,-0.018534396259308486,0.01441579132622212,0.09129702951579718,0.03412963592424796,0.03759894604802357,0.059141173784120225,-0.020405643997922947
"('20M', '멀티형 에어컨')",0.243940472338004,0.12220988706158739,-0.06045554526845755,-0.03810225583301873,-0.006058909235518454,-0.021286491032166243,0.29187089767408747,0.032671126481390776
"('20M', '메이크업 박스')",0.006940824062302523,0.00041720382433944116,-0.02093017031444201,-0.038008230513841154,-0.001275187613938664,0.018288247337546994,-0.0006354439180455653,0.05881465181355863
"('20M', '메이크업 브러쉬')",-0.29589479009775155,0.032692348163945624,-0.09085841837848278,0.03850299067867699,-0.21047252504739133,-0.04879123600437565,-0.09083744490951828,0.08891923000367846
"('20M', '메추리알')",-0.016178002195157942,-0.004530973677719944,0.030436681286119188,0.024700647831372793,0.013357013168708694,0.006832369183479621,0.048615824392256334,0.06524407753437964
"('20M', '명태/동태')",-0.00921361006630301,-0.012971529594001763,-0.007275530473231284,0.01225304462039626,-0.01052228553090858,0.003630736427888569,0.010865460558654984,-0.01732346199801943
"('20M', '무/배추')",-0.09601012214835654,0.016854786126015313,-0.07711021118840436,-0.0035720347073115344,-0.07538000538229112,-0.058882426442531895,-0.08984476612603833,0.02395226981671719
"('20M', '무김치')",0.23758051518840761,0.07961117364558319,-0.012712198685653509,-0.03194612791018413,0.08309099484564264,-0.020060982879719132,0.20831119357210423,-0.09613530495623804
"('20M', '문어')",0.05251862382178089,-0.04476976806533686,0.03074195425148528,-0.05538912106100304,0.0399010777044843,0.08631922367008825,-0.05304789164696573,-0.03685194371057754
"('20M', '물김치')",0.020717158957058373,0.024156098090068412,0.0066361281180838385,-0.0100907461975617,0.009085866699319135,0.040481880262834925,0.039341534903444074,0.016114547421202746
"('20M', '미나리')",-0.03662046072386979,0.017231884549912892,-0.035172993889867776,0.0194675716765172,-0.037496050974902946,0.004105171853601281,-0.002165691738560314,0.02639540145717521
"('20M', '미숫가루/곡물가루')",0.16725990404467678,-0.014437055750678801,0.004701317391152097,-0.0390779771072109,0.07990187583961764,0.032079248339408076,0.09539333343950725,-0.11446618522598295
"('20M', '미용가위')",-0.058086873486741845,0.0187844933269653,0.018240897677287593,0.04888397927832095,-0.03757540965008446,0.015878233224815054,0.011672096581133192,0.04690437388918553
"('20M', '믹스 채소')",0.036216323855765425,0.02685573749994405,-0.06260419502117966,-0.024478593740283033,-0.022131956595686845,-0.04177552571988341,0.010837810410811211,-0.02432191451211479
"('20M', '밀크티/티라떼')",0.02499847212806985,0.0398553697489003,0.0018590646984994333,0.11463754770244912,0.04690507319975685,0.014049428225741666,0.134406148780045,-0.049624888802246296
"('20M', '바나나/파인애플/망고')",0.16035118222320616,0.004348107958324525,0.020264012222337056,-0.039347764832080356,0.0865122021000664,-0.0029183451457182896,0.08041071335772519,-0.013405993601467206
"('20M', '바나나우유')",-0.036156344196317386,0.06327227158851641,0.056608007125760154,0.07892596041255057,-0.011501631889301119,0.019234425039965267,0.12325523861778012,0.12957119142016335
"('20M', '바디 보습제')",-0.28506980097307405,0.0808496123158122,-0.07447425811228281,-0.025242165672743573,-0.15529842803736502,-0.10607297910171055,-0.26938070250193447,0.10838132998719358
"('20M', '바디 세트')",-0.18841656739773766,0.06045017357087481,-0.017853619734582285,0.000262577564909693,-0.09186885060478182,-0.02332328222952352,-0.04203699016677389,0.14298632350345106
"('20M', '바디 스크럽')",0.07814652695469912,-0.02259474969898836,0.04798947529912735,0.027955280462956977,0.024405637986026955,0.09052157602371162,0.05148898978226801,-0.0396447714545777
"('20M', '바디 클렌져')",0.2895087613504287,0.05886494857531153,0.017223888811851183,0.013255398014018527,0.11117475137620601,0.058741783746147476,0.32180583676874996,-0.03768971730044058
"('20M', '바디케어용 땀패드')",0.19023551520714707,-0.025840161994894664,0.06570281696518705,-0.026502035486035413,0.11721321347259947,0.1002872111763332,0.20064372498916871,-0.028869262393283406
"('20M', '바디케어용 때비누')",-0.04308970439219764,0.051766618879078366,0.05645306759009311,-0.07387262336776039,-0.058340985280912944,0.07930615548881012,-0.011635780304995898,0.11433372510228082
"('20M', '바디케어용 볼륨업크림')",-0.031917348512183134,0.04055941320220368,-0.0021357095492502676,0.0493872129759907,-0.009981523696516458,-0.03732846939970427,0.05053719612742338,0.05890138844153105
"('20M', '바디케어용 슬리밍')",0.09242749691277502,-0.02266971674983218,0.11080365611359426,0.006055463046291024,0.07925452800876975,0.06131949278326905,0.023108507786719384,-0.06443310113727789
"('20M', '바디케어용 제모제')",0.4829270820429081,-0.02956978718467343,0.11519214066035538,0.03889921746293278,0.20530291393655897,0.15420138616843646,0.44256382268722033,-0.1116971052616755
"('20M', '바디케어용 청 결제')",0.011285493046520137,-0.00652401515067223,0.06310372956441612,0.03820203442709529,0.07938196668320427,0.026359614621653246,-0.010032519984147965,-0.03824159182878138
"('20M', '반건조고구마')",0.09736677672736582,0.004282845252599793,0.07566892776390093,0.08189607440972566,0.044750284866210445,0.014984966745708029,0.11676574245374492,-0.06883874115902405
"('20M', '반찬류')",-0.03555442422792789,-0.04038273996143554,-0.0126623617540053,0.027999891986092283,0.009260876463677044,-0.024769954501986595,-0.05695584705578913,-0.023219846911449675
"('20M', '배/포도/과일즙')",-0.2512369031501685,0.04394574226356045,-0.02803997897549429,0.02884492408942508,-0.1357950697489027,-0.05048278272667018,-0.11987657232540178,0.09663159206765416
"('20M', '배추김치')",0.3251632444534366,-0.047784749575901946,0.07690391633537363,-0.04085906891737884,0.23010791326414862,0.08373897839497237,0.031042356901480786,-0.20299152095551853
"('20M', '백김치')",0.06609858294809713,0.027400137204936763,0.025789207944651484,-0.013551351631483313,0.014085692706701514,0.01587843890193527,0.08115950325254391,0.01816544886499277
"('20M', '베이스 메이크업 세트')",0.03877025845056103,-0.010646510194849119,0.03220034295046466,0.06980051644067549,0.018767782919811134,0.028906928782779447,0.06759352718371434,0.016346882210692044
"('20M', '베이스 메이크업용 BB크림')",-0.1344166823986759,0.07226377326916465,-0.0475102775836451,0.0031729196487209326,-0.11340482301509391,-0.07081771213121511,-0.09786420402768319,0.07900952471712824
"('20M', '베이스 메이크업용 CC크림')",0.007215181504168921,0.014252029418801786,0.010369215093827327,-0.02784645710234907,-0.01442570268557335,-0.023197425742804756,-0.037567041319361276,0.050499208757690726
"('20M', '베이스 메이크업용 가루파우더')",0.001920325828541755,-0.016801452126963483,0.010916210118767016,0.04995492266721057,0.03707949953718852,0.014082618625221857,0.04681207585028435,-0.007255623257815471
"('20M', '베이스 메이크업용 메이크업베이스')",-0.03890267768117867,-0.010404254325129262,-0.03645139457978975,0.030658038009729275,-0.027725818775717597,0.026936678327884704,0.04370042512878069,0.015008178273522032
"('20M', '베이스 메이크업용 컨실러')",-0.059651142836698715,0.062006063290323994,-0.0839622485182596,0.0585139330549714,-0.06322935255323145,-0.046342646089521954,0.04829703411013124,0.03418082581293377
"('20M', '베이스 메이크업용 쿠션팩트')",0.06517638509040741,0.0885029283134907,-0.04380506388041082,-0.024705139614111638,-0.04474909869452311,-0.013990406281753388,0.13904815947802884,0.056956712328375396
"('20M', '베이스 메이크업용 트윈케이크')",0.131249105978961,-0.1252229122454267,0.08639414257807677,-0.0098861351772888,0.17692030179764648,0.10502579181655042,0.009949779005763033,-0.1313965086879034
"('20M', '베이스 메이크업용 파우더팩트')",0.12041987799377245,0.021891396640756865,0.025879205483955028,0.025102962003316413,0.05532826816983389,0.03195707419665793,0.22197634909784947,0.05017899816476427
"('20M', '베이스 메이크업용 파운데이션')",-0.03431551366563509,0.09166539366844606,-0.06601081140184,0.07046299260319057,-0.1271761128504687,-0.04293571486257834,0.15996817611227507,0.0993377734366029
"('20M', '베이스 메이크업용 프라이머')",-0.0014346624320815485,0.04341845208163512,0.005337679171879356,0.07726570754275339,-0.038073460825440386,-0.03606332495074299,0.09250004893615027,0.07315288338290431
"('20M', '벽걸이 에어컨')",0.4391222954396914,-0.0008358630931001649,0.02030064426611975,-0.03640259985255354,0.14753627011803652,-0.007612847839289596,0.3121879466931604,-0.06507100478016352
"('20M', '벽걸이형 냉온풍기')",0.13414367801134444,0.03907172134002055,-0.0381574130397479,-0.03728999737781929,0.01584981856958997,-0.04812881241968241,0.13055017050092105,-4.4405323271747796e-05
"('20M', '벽걸이형 선풍기')",0.3807415911398911,-0.04580758808550229,0.03184910202168279,-0.07831004753666879,0.19311601368758682,0.06304345833964274,0.20725097287603692,-0.10311983129324546
"('20M', '보리차')",0.030767510409988652,0.011719002983644441,-0.0035172855738194397,0.03739358666158645,-0.013542521738141536,0.014523964051197678,0.05690074984930749,-0.0011714832469152
"('20M', '보일러')",-0.03981903344881388,0.0057958696579322915,-0.05319271547727137,0.022019221623200705,-0.005775990917013095,-0.027196279451824557,-0.04079084878907528,0.032830329897924074
"('20M', '복분자/석류/과실즙')",0.08773385887582992,0.06236648841095321,-0.005342339721121091,0.06347112193912595,-0.01902075374254881,0.05239399671384962,0.20262001396793874,0.03379356524111118
"('20M', '복합식 가습기')",-0.566619442670454,0.09593528942051234,-0.13238445515167968,-0.030034461533699718,-0.29392421009239184,-0.18369894622854646,-0.46887101868589554,0.20297162962805645
"('20M', '부추')",-0.07789920784322452,-0.001491834843405624,-0.011182553768543126,0.059494041538098986,-0.04970775324766415,0.011053686176765927,-0.04856497589099486,-0.0068928515988143
"('20M', '뷰티 눈썹정리도구')",0.0036346071851761715,0.032253070788949456,0.022152858497282883,-0.03465637769144424,-0.03372825003247319,-0.013591831693620448,0.029704595909380512,-0.016278377540319366
"('20M', '뷰티 속눈썹/쌍꺼풀')",-0.08444414091746077,-0.03386806419665425,0.03459827838844859,0.02346234420770479,-0.01730510123327841,-0.00020299443294867213,-0.07706368130451158,0.07440125498358106
