20대 여성 판매량(개),20대 남성 판매량(개),30대 여성 판매량(개),30대 남성 판매량(개),40대 여성 판매량(개),40대 남성 판매량(개),50대 여성 판매량(개),50대 남성 판매량(개),60대 여성 판매량(개),60대 남성 판매량(개)
62.670525,15.969059,107.089005,29.25713,94.388794,29.66169,38.719887,12.188473,7.2985973,3.1833775
64.94036,16.87144,110.50159,30.275597,97.60863,30.702038,40.024475,12.3443575,7.5561914,3.288685
67.25838,16.590153,113.88083,29.28869,102.68358,30.490955,42.426582,12.110378,7.8935966,3.120797
63.937008,15.340223,108.21591,27.390438,98.24071,28.95108,40.816193,11.679825,7.591531,3.0084224
61.5379,14.775232,103.54072,26.57029,92.47023,27.56699,38.058243,11.192849,7.0793266,2.8888617
60.180916,13.734995,100.12441,25.004051,89.562775,26.075623,36.898335,10.927807,6.8312855,2.7324317
57.533157,13.658955,95.319244,24.817947,83.25502,25.16232,33.830956,10.430531,6.290801,2.679901
58.35904,13.618863,96.38833,24.737766,84.70633,25.193684,34.61854,10.626259,6.435336,2.6754622
60.255943,14.042929,99.0241,25.185898,87.32736,25.653042,35.78382,10.787863,6.6380405,2.677646
59.377422,14.618295,97.25529,25.68142,83.82198,25.371574,33.875267,10.254738,6.2886896,2.6052036
59.578705,14.473771,98.38143,25.58028,85.785095,25.584793,34.898735,10.384176,6.465577,2.5997827
58.349445,14.373336,96.97116,25.64196,84.36511,25.5682,34.3539,10.468988,6.3996544,2.6433425
59.432457,14.607934,98.44218,26.194412,84.81862,25.850155,34.312443,10.638124,6.3971415,2.6781616
58.60054,13.649775,99.08408,25.202774,88.62018,26.160229,36.71378,11.046845,6.845418,2.7428455
58.26183,13.686646,98.31742,25.264393,86.81944,25.891243,35.66204,10.822778,6.6461954,2.708951
57.17758,13.749188,95.39729,25.326752,82.284836,25.270021,33.343033,10.549181,6.2380066,2.6930268
58.32959,13.8396015,96.96588,25.129078,84.63675,25.377502,34.48297,10.529768,6.4171057,2.6604261
59.182365,13.412705,98.04359,24.401138,87.52568,25.36943,36.147026,10.721427,6.701111,2.6539264
57.946,13.192418,96.32955,24.198402,85.63136,25.027126,35.297035,10.613686,6.542902,2.6234198
56.97876,13.6039295,92.80766,24.746141,78.51453,24.249813,31.413958,10.12495,5.859848,2.592539
62.51049,14.863077,104.0036,26.785854,91.24921,27.084896,37.1184,11.1386795,6.8752556,2.7691474
60.35132,14.0545225,103.14484,26.115093,93.421555,27.482117,38.88772,11.5963,7.249941,2.8717685
59.25235,15.511422,100.150826,28.315926,84.98404,27.363358,34.02791,11.132496,6.4194193,2.8844757
63.24543,14.840881,104.50729,26.74697,91.078384,26.81086,36.908836,11.09631,6.8178825,2.7005298
58.961426,12.934072,97.404274,23.907982,86.65468,24.985546,35.6397,10.600622,6.572419,2.6003025
60.042587,13.466848,96.3436,24.574272,81.70055,24.307285,32.64012,10.318052,6.0289345,2.551437
59.72474,14.336564,94.34714,25.519318,76.9329,24.049217,29.969652,9.90486,5.5715094,2.530658
64.95226,15.07707,103.695465,26.845081,87.23784,26.037323,34.58893,10.866226,6.382599,2.6716475
64.38929,14.999648,105.25607,26.960697,91.835556,27.134811,37.36743,11.4312,6.928876,2.805489
61.179104,13.861469,102.92627,25.591372,93.12698,26.983572,38.778404,11.483782,7.2220974,2.8259945
59.069763,13.423796,100.66621,25.156582,91.08299,26.620907,37.95572,11.301683,7.0779104,2.7968047
58.96847,13.439838,99.81235,25.227463,88.972916,26.22955,36.742424,11.155804,6.844799,2.7578964
58.118607,13.47595,96.127525,24.832165,83.301956,25.042007,33.89907,10.552278,6.3155956,2.651413
58.146168,13.435514,94.71801,24.747467,80.22458,24.39265,32.140987,10.289053,5.9877043,2.5924878
59.466553,14.095307,97.8923,25.957062,83.5565,25.685425,33.630318,10.797218,6.285884,2.7343
61.06656,13.604838,103.33979,25.824362,92.48909,27.023241,38.154358,11.617758,7.095847,2.8392406
57.93157,13.733294,97.87785,25.674633,85.50369,26.004105,34.874046,10.938596,6.526889,2.761392
61.366943,13.770575,103.11714,25.847284,91.95253,26.889109,37.874447,11.535234,7.045574,2.8280835
59.133236,13.361086,100.17934,25.254534,89.39719,26.307514,36.89022,11.2757225,6.8718424,2.776847
57.22911,13.010403,96.82833,24.51815,85.78998,25.319008,35.26583,10.786817,6.5616455,2.6585186
58.495304,14.130951,96.31168,25.460999,82.22507,24.923706,32.995644,10.246375,6.1245117,2.5491214
65.73788,14.940971,104.484276,27.024323,87.193924,26.050362,34.35067,11.115404,6.334055,2.6982768
60.44231,13.676949,101.21631,25.300827,90.93382,26.506222,37.666138,11.318631,7.0023518,2.7935538
61.19689,14.211237,103.04738,26.242794,91.8508,27.078972,37.897514,11.516336,7.071617,2.8417106
61.092476,14.287035,102.06183,25.80386,90.96512,26.631294,37.50901,11.123641,6.9825487,2.7724345
60.73444,13.904209,102.12256,25.351067,92.53575,26.764313,38.561882,11.306189,7.1806154,2.8066921
59.984886,13.836397,100.92534,25.399246,90.57219,26.487926,37.517494,11.192193,6.982007,2.777571
60.190453,13.7028675,100.882545,25.680546,88.89337,26.288746,36.402786,11.275473,6.7750425,2.7636626
58.349625,13.492943,94.924255,24.766365,80.350174,24.342587,32.103302,10.252769,5.967123,2.5598927
60.45797,13.690889,99.53936,25.420414,86.0782,25.57808,34.773384,10.891132,6.4530945,2.6844692
62.268707,14.762718,101.670944,26.886673,86.217575,26.219084,34.457954,11.064739,6.4221544,2.7446752
61.142693,13.829729,102.706924,25.805264,91.62395,26.766392,37.80124,11.479252,7.032152,2.7999773
58.004498,12.912329,98.668594,24.485554,88.80588,25.818722,36.843254,11.074921,6.849222,2.7109182
19.845997,24.569677,20.323214,28.356436,8.761615,17.77076,5.550286,5.332778,2.1201468,2.082439
19.094604,23.536182,19.656708,27.299374,8.422356,17.23179,5.212932,5.1843457,1.9912256,2.031972
19.379051,23.855148,20.62398,28.104595,9.119053,17.773798,5.5834827,5.5875235,2.1071322,2.1204596
20.364746,25.215763,21.982492,29.778976,9.733107,18.658121,6.004041,5.9148555,2.2765794,2.210111
20.790173,25.541119,21.8336,29.704178,9.436459,18.447367,5.8657575,5.6460457,2.2378025,2.1425834
18.291712,22.072458,18.43827,25.544254,8.100631,16.280725,5.0315957,5.0026946,1.8796685,1.9508855
17.435436,21.080875,17.646051,24.440197,7.9745865,15.778568,4.9579926,4.859931,1.8216007,1.9164138
16.388124,19.341427,17.119038,22.883427,8.280844,15.168131,5.0001464,4.908805,1.773262,1.9147879
15.845263,18.290476,16.907562,22.028683,8.493612,14.847799,5.0194764,5.0216093,1.7473514,1.9320778
16.358274,18.931108,17.486504,22.78791,8.677229,15.220969,5.131542,5.135945,1.8006983,1.9609598
19.168646,23.194336,20.032593,27.047905,8.860198,17.092487,5.362424,5.194643,2.0060558,2.0143962
20.2985,24.370268,20.645018,27.911058,8.825422,17.332476,5.40752,5.022465,2.0455391,1.9758008
20.61441,25.628561,21.001638,29.443092,8.632769,18.277002,5.4640174,5.3545156,2.1338148,2.0989518
19.06498,23.128214,19.61768,26.738934,8.365574,16.92344,5.008803,4.9686317,1.8972299,1.9716607
17.261175,20.12613,17.407349,23.449638,7.8043222,15.203377,4.646444,4.7575955,1.6940817,1.8590916
14.83841,16.083324,15.580587,19.691086,8.3365135,13.739532,4.851407,4.972063,1.621664,1.880888
14.29756,14.790134,15.643039,18.58132,9.100632,13.379238,5.1492352,5.0449004,1.6512694,1.8947698
14.121736,14.585979,15.532679,18.355663,9.066346,13.270904,5.112563,4.996549,1.6339545,1.8860371
14.819258,16.003551,15.710312,19.485418,8.30147,13.556309,4.7369914,4.7608194,1.5754628,1.8293633
14.829559,16.062778,15.387483,19.379292,7.910507,13.406432,4.5314155,4.634322,1.5226327,1.7952578
15.298385,16.71423,16.13243,20.224258,8.278189,13.874849,4.737036,4.7864084,1.6035018,1.8423841
17.092087,19.349644,18.149038,23.002792,8.789782,15.179104,5.046205,4.886256,1.769762,1.895272
18.056553,20.751757,18.59781,24.240725,8.448261,15.602464,4.9259605,4.8235893,1.7846375,1.8794181
18.912361,22.185278,19.53974,25.827732,8.707365,16.384928,5.178186,5.022524,1.9093286,1.941028
18.662605,21.998138,19.662115,25.925705,9.008488,16.578346,5.3957963,5.2901974,1.9740673,2.0083895
18.286211,21.51941,19.655811,25.638187,9.296463,16.563007,5.528605,5.397511,1.9970782,2.0375633
17.78897,20.895256,19.328327,25.107832,9.336319,16.385372,5.539185,5.461318,1.9833233,2.0524921
17.333424,20.261427,19.086864,24.654331,9.41308,16.256779,5.573674,5.61411,1.9797814,2.0812516
17.176338,19.884647,18.674831,23.9147,9.168824,15.7880535,5.3400097,5.2281246,1.8838954,1.9929565
17.685991,21.06147,18.876842,24.860447,8.831317,16.192217,5.2078657,5.0198073,1.885425,1.9783199
19.09771,23.46887,19.539776,26.96637,8.189155,17.106325,4.93544,4.8238935,1.8876522,1.9728923
18.901306,23.163887,18.697025,26.3718,7.484412,16.755688,4.5518055,4.6527367,1.7612531,1.9141941
17.901503,20.786074,18.440845,23.98965,8.060629,15.496311,4.485198,4.3633265,1.640141,1.7988985
17.176498,19.379606,17.23825,22.381756,7.7825203,14.57126,4.4340553,4.337046,1.5861621,1.7515303
16.342875,18.102898,16.787178,21.379602,8.136324,14.26905,4.6702933,4.60663,1.6191485,1.8063524
14.964336,15.703089,15.92104,19.244425,8.596989,13.474879,4.83444,4.805134,1.588417,1.834404
14.729169,15.5281105,15.873161,19.271118,8.744846,13.60708,4.957611,5.0043497,1.6270965,1.8867929
14.551854,15.057741,15.965586,18.970976,9.160293,13.584442,5.1721187,5.160903,1.6706641,1.9192678
14.8143,14.951085,16.702866,18.968658,9.84564,13.636472,5.4394317,5.171672,1.7243242,1.9188479
15.345979,15.94579,17.729507,20.234707,10.203463,14.328779,5.6241503,5.333746,1.8112005,1.9808815
17.246876,19.328304,19.543468,23.65002,9.856519,15.767362,5.4470234,5.2823577,1.879152,1.9948633
15.839506,17.056458,17.942959,21.31352,9.584908,14.689606,5.3081837,5.3062124,1.776247,1.9741726
14.730604,14.578323,15.91853,18.246675,9.043511,13.09447,4.9546733,4.8965654,1.5820875,1.8411546
14.211823,13.381184,15.896412,17.064322,9.5663595,12.584326,5.1017675,4.793238,1.5674298,1.8070729
15.581266,15.850278,16.750927,19.30101,9.0024185,13.513314,4.862802,4.632415,1.5686047,1.8001739
16.992254,18.569838,17.568985,21.749088,8.291779,14.435275,4.533955,4.3914404,1.5711615,1.7679904
16.874264,18.518805,17.910559,21.915241,8.583088,14.545528,4.6761823,4.4960957,1.6181538,1.7906857
17.054865,19.145555,17.92016,22.5243,8.466511,14.898319,4.737377,4.5444937,1.6617353,1.8221475
17.78918,21.479088,18.096672,24.831978,7.6616898,16.11936,4.5164704,4.6193166,1.6974251,1.8950164
19.077448,24.370438,19.2459,28.070469,7.4488354,18.05848,4.6180644,5.0600743,1.8375853,2.0982184
17.407398,21.420013,17.138466,24.468311,6.940298,16.00232,4.151271,4.3844357,1.5797687,1.8540338
16.50438,18.695795,16.802794,21.659634,7.675432,14.369938,4.278343,4.164316,1.5082173,1.7274582
17.247166,20.003777,17.545395,23.059566,7.731269,15.04451,4.369743,4.2608376,1.5850582,1.7688365
18.261496,21.396633,19.13926,24.75011,8.42081,15.915703,4.6728764,4.4295683,1.7132674,1.8366296
16.84105,19.165783,17.298733,22.364254,7.882633,14.640011,4.4373794,4.4160614,1.5896634,1.7766318
17.723795,20.973152,17.50246,23.927433,7.662077,15.304104,4.6323104,4.438965,1.7037671,1.8006357
19.058416,23.682482,19.427383,27.173962,8.245936,17.153828,5.097065,4.906043,1.9477546,1.9888726
18.503998,22.401329,19.579407,26.174845,8.719549,16.744219,5.1263714,4.964697,1.9051949,1.9784107
15.627045,16.619528,17.221397,20.37844,9.137224,14.060198,5.016872,4.859703,1.6597213,1.8638368
14.757902,14.765787,15.841689,18.21051,8.7093,12.946348,4.7085466,4.635988,1.5074153,1.7815154
13.908202,12.799569,14.033981,15.766442,8.030112,11.634146,4.296592,4.294465,1.3283458,1.672188
14.966755,15.05869,15.772442,18.380222,8.465348,12.954653,4.5830507,4.5490694,1.4813837,1.7632082
13.316486,12.198724,14.707802,15.84105,9.056255,12.013464,4.831563,4.7578936,1.4790413,1.8012234
12.394829,10.887071,13.787462,14.413378,8.943089,11.285166,4.7540064,4.586586,1.4271739,1.7451444
12.059149,10.645493,13.809318,14.339251,9.209691,11.351717,4.9338393,4.6972084,1.4760062,1.7746154
13.342694,11.907307,15.240925,15.566718,9.599985,11.861749,5.0250664,4.6506557,1.5080259,1.7580113
16.022242,17.044098,17.738903,20.85931,9.198974,14.405379,4.98316,4.860327,1.6599898,1.8851671
17.664112,20.293072,20.013882,24.582005,9.522804,16.252487,5.1120048,5.0839543,1.8176296,1.9874804
20.184748,24.23341,23.282333,29.438389,10.896494,18.846085,6.2040005,6.0680842,2.285114,2.2749958
19.67935,23.979765,22.075653,28.824383,10.47715,18.59383,6.1922493,5.9505982,2.2779336,2.2799556
18.608404,22.688637,20.75082,27.342274,10.138664,17.837772,6.1172633,5.8449116,2.2208242,2.2322335
16.541265,18.97544,18.773865,23.397324,9.96426,15.928795,5.7426677,5.4706364,1.9691939,2.0861511
15.717153,16.940233,17.524385,20.96158,9.366745,14.44834,5.206735,5.110909,1.7335187,1.9264379
15.023062,15.951479,17.015024,20.07771,9.48604,14.159894,5.282834,5.2094946,1.729281,1.953698
15.490311,16.700611,17.697193,20.929028,9.635496,14.580962,5.340435,5.2435493,1.771584,1.9740779
15.737328,16.94985,18.265385,21.402401,9.875685,14.858125,5.4206514,5.380984,1.8088586,2.0089235
13.408977,13.160448,15.369897,17.200914,9.3099,12.857705,5.0769033,5.074131,1.5927603,1.9049978
12.793892,11.494028,13.7683525,14.865473,8.657989,11.460076,4.637498,4.5364714,1.4064116,1.7385569
12.76293,11.642834,14.229135,15.224815,9.06613,11.7303915,4.8639364,4.682764,1.469536,1.7791972
13.705342,13.305319,16.048119,17.465395,9.914439,13.0497,5.358739,5.1545725,1.6606303,1.9211322
15.490514,16.314617,17.937826,20.650856,9.967618,14.475126,5.4499426,5.310567,1.7831403,1.9772224
17.210032,19.18973,18.842014,23.120201,9.187136,15.2883625,5.0965977,5.0050483,1.777683,1.9147379
18.222168,21.178062,19.797762,25.207283,9.16958,16.283485,5.210185,5.129181,1.8876067,1.9747874
20.056446,24.286562,21.652393,28.49252,9.664938,17.944864,5.7162194,5.383857,2.1407256,2.0966985
19.825012,23.78712,21.516602,28.020382,9.815348,17.754204,5.801507,5.413253,2.145754,2.0964105
17.451992,19.576609,19.484581,23.71225,9.780676,15.7342205,5.4533706,5.1691055,1.883916,1.9745725
15.714832,16.677708,17.544714,20.751684,9.401749,14.346341,5.195986,5.178273,1.724529,1.9313362
16.589334,18.079424,17.800703,21.699512,8.94735,14.567572,4.986196,4.801334,1.697083,1.8553386
17.45404,19.85106,18.700203,23.479286,8.843622,15.412606,4.9414215,4.73265,1.7456754,1.8753448
17.902079,20.639849,19.312227,24.376064,9.005311,15.929162,5.034499,4.809961,1.7999853,1.9175515
17.440332,20.090923,18.582466,23.716522,8.510155,15.664709,4.7336054,4.7065263,1.6961669,1.8920527
17.335377,19.24744,18.743193,22.773163,8.767911,15.0076885,4.6427636,4.4678097,1.6245232,1.7991387
17.555805,19.649673,18.48399,23.043322,8.445152,14.966533,4.6036987,4.4847956,1.6399635,1.7877672
17.300968,19.493427,18.271475,23.058685,8.613517,15.0977745,4.8603497,4.75914,1.7172058,1.856827
16.884495,18.423285,18.24332,22.056332,9.148724,14.747097,5.06901,4.764994,1.723981,1.8563676
18.345346,21.567616,19.397501,25.1646,8.664808,16.194702,4.922758,4.719384,1.8027807,1.9022597
17.965933,20.860603,19.380146,24.560207,8.875982,15.929113,4.909108,4.7022643,1.7725667,1.8907921
17.426876,19.803284,18.704147,23.472149,8.75298,15.332844,4.8669977,4.749302,1.7293134,1.8660146
15.196425,15.825081,16.290337,19.303375,8.556924,13.410951,4.670786,4.6448436,1.5351089,1.7941124
13.443759,13.246997,14.116753,16.622923,8.0514,12.23705,4.434512,4.637477,1.4077924,1.7819277
12.988983,11.987335,13.256922,15.119214,8.065418,11.4943695,4.4385233,4.4935446,1.3689528,1.7241496
12.707029,11.387777,12.576442,14.252176,7.8669453,10.988675,4.3425465,4.2904377,1.3232408,1.667367
12.598412,11.246442,13.966074,14.758398,9.189196,11.528559,4.9479003,4.655302,1.4778178,1.771983
12.295576,10.899885,14.107504,14.588667,9.308887,11.497745,4.928757,4.6610274,1.4718164,1.7825636
13.947489,12.86656,15.46912,16.418407,9.157997,12.192384,4.761569,4.5727415,1.4665042,1.7585019
17.010927,19.148777,17.98629,22.627739,8.438768,14.883261,4.6996083,4.620639,1.6577991,1.8261747
16.80489,18.77945,17.163269,21.949726,7.803646,14.3966875,4.3499627,4.4013424,1.5485458,1.7586945
15.994589,17.589006,16.365053,20.977558,8.006387,14.134399,4.6081324,4.7462506,1.5947945,1.8317606
14.232856,13.386702,15.188356,16.812798,9.086452,12.398113,4.9278555,4.702931,1.5241749,1.7852569
14.829094,14.462913,16.731903,18.264702,9.79816,13.20366,5.247857,4.8868723,1.6370516,1.8470712
15.027952,16.065083,16.883785,20.20264,9.106309,14.184286,5.0393105,5.2064075,1.6770396,1.9555755
14.488871,15.355457,16.16273,19.5584,9.06221,13.959844,5.155593,5.4253836,1.6967614,1.9880589
13.493737,13.147499,15.542184,17.271,9.8721075,13.0031,5.446547,5.265164,1.6854928,1.9369543
12.511901,11.520395,14.3808975,15.368562,9.678377,12.03369,5.296918,4.9559727,1.5931637,1.8626497
12.60267,11.857299,14.36229,15.651026,9.422154,12.125442,5.1709085,4.9042892,1.5661306,1.854365
12.855833,12.519445,14.381432,16.297926,8.855819,12.346923,4.869561,4.891861,1.514152,1.856678
13.934793,14.034943,15.263212,17.86017,8.816294,13.020912,4.9024534,5.0104933,1.5705699,1.8842664
14.722271,14.937619,15.518556,18.506664,8.699716,13.211736,4.8755364,4.882369,1.575496,1.847542
14.76771,14.054705,15.122838,17.229122,8.490245,12.412001,4.599724,4.520579,1.4487236,1.7373383
14.784611,14.589119,15.500233,17.957363,8.531662,12.822739,4.6343317,4.6349,1.4866505,1.7844498
13.494446,13.109534,15.106054,16.946028,9.073092,12.62784,4.9408793,4.93482,1.5453784,1.865176
13.3244915,13.126032,15.136648,17.149076,9.217302,12.857387,5.0727367,5.104444,1.5913389,1.9160771
14.8862295,15.589035,16.475914,19.6053,9.269198,13.903396,5.204188,5.1929464,1.6959424,1.9362015
15.140017,15.990788,16.835842,20.097622,9.466594,14.178676,5.3294296,5.27059,1.7427535,1.9607956
14.312442,14.771486,15.7246475,18.68636,8.999983,13.458427,5.0510817,5.118042,1.6303228,1.9152831
13.110543,12.89311,14.542651,16.711536,9.134862,12.634186,5.1189866,5.0402308,1.5892683,1.8950619
12.548613,12.022446,14.124004,15.845011,9.275285,12.279897,5.16315,4.997327,1.576616,1.8845619
12.750358,12.293003,14.247032,16.098888,9.296118,12.391363,5.1992354,5.0223703,1.5910174,1.891176
13.123211,12.12566,13.48534,15.306611,8.359605,11.659774,4.6031957,4.5350924,1.4119699,1.7467711
13.41363,12.444275,14.145811,15.781862,8.73879,11.938755,4.768739,4.6272755,1.4623963,1.7731657
13.556356,12.877913,15.440093,16.731367,9.618419,12.58055,5.1821456,4.9291925,1.5887821,1.8596275
13.9766655,14.020029,15.651018,17.945362,9.218149,13.133873,5.073599,5.052603,1.6086843,1.901673
13.759371,13.690851,14.922449,17.409843,8.8571615,12.817674,4.943877,4.97222,1.5631788,1.8680227
13.840631,13.445958,14.5674305,16.900166,8.876395,12.531179,4.9750237,4.829537,1.5520127,1.8261422
13.165494,12.570228,14.631787,16.299553,9.484229,12.417383,5.2585683,4.9565897,1.60643,1.8656309
12.807073,12.506027,14.711616,16.553951,9.821888,12.775148,5.526327,5.2245703,1.6912495,1.9593415
13.611037,13.582896,15.766738,17.820564,10.081158,13.387051,5.6444454,5.3769803,1.751118,1.9957829
14.013891,14.21247,15.973239,18.33707,9.763161,13.485902,5.4651737,5.2791657,1.7203391,1.9634292
13.796736,13.894924,16.10112,18.161652,9.810982,13.466037,5.387665,5.263054,1.6973716,1.9714127
13.76744,14.149622,15.616653,18.259424,9.386746,13.442917,5.2684627,5.2412586,1.6749825,1.9635569
13.589004,13.776487,15.393639,17.835997,9.450494,13.248215,5.308373,5.2204065,1.6702528,1.9514352
14.059549,14.415868,15.958308,18.425072,9.692568,13.50157,5.427576,5.158702,1.7094395,1.9388392
15.112986,16.37583,16.703976,20.364906,9.34636,14.293138,5.336157,5.185052,1.7562344,1.9577653
14.767242,16.176834,16.317661,20.415438,9.291205,14.474546,5.439289,5.5022974,1.7999437,2.0361226
14.007914,14.442599,15.612532,18.484745,9.713524,13.59736,5.5640945,5.3387437,1.7579112,1.9756744
13.878334,14.474794,15.658227,18.508064,10.173721,13.764525,5.8615775,5.36273,1.8361194,2.0156214
14.07864,15.292804,16.325085,19.782768,10.66631,14.727025,6.2449746,5.768374,1.9821239,2.173758
14.993418,16.450123,17.351616,21.036892,10.487239,15.130013,6.0571413,5.758004,1.9646301,2.1452572
15.283714,17.20656,17.04353,21.527512,9.379258,15.00716,5.4789095,5.520295,1.8418787,2.0589437
15.371878,16.827297,16.916517,20.977556,9.23676,14.580977,5.333087,5.3809195,1.7804848,1.9921157
14.703055,15.381043,15.918044,19.251892,9.089265,13.731016,5.179089,5.1551247,1.6800036,1.9260039
14.40949,14.795076,15.8863945,18.69939,9.474436,13.55019,5.3424015,5.1475825,1.696607,1.9256835
14.139908,14.434179,15.692911,18.34996,9.603407,13.450562,5.4157205,5.1544313,1.7066972,1.9361317
13.441977,13.387629,14.918846,17.244217,9.482745,12.94785,5.345541,5.104953,1.6607287,1.9210749
13.592034,13.506551,15.249768,17.432629,9.650365,13.04422,5.41085,5.140948,1.6792998,1.9277294
13.593426,13.507027,15.28723,17.441639,9.629792,13.043434,5.3815093,5.127343,1.6710125,1.9251978
13.3794565,13.510108,15.330632,17.61711,9.790939,13.266272,5.513734,5.264245,1.7148209,1.9747272
13.6050415,13.775501,15.563191,17.863106,9.803622,13.339606,5.5130925,5.2555075,1.7196789,1.9687363
14.610571,15.360546,16.258373,19.30183,9.2881,13.77156,5.2137265,5.1077313,1.685806,1.9257562
14.628967,15.27058,16.181522,19.232677,9.230116,13.726096,5.1875224,5.1469655,1.6776478,1.9264414
13.930703,13.502108,15.86155,17.542528,10.022612,13.104658,5.5207214,5.187913,1.7018864,1.929985
13.280839,12.861622,15.393092,16.977697,10.036053,12.944488,5.555606,5.2325883,1.6993079,1.9535255
13.978141,13.971309,16.424936,18.290775,10.172122,13.566433,5.5838795,5.333119,1.7433556,1.9837139
15.683763,17.557562,17.601944,21.765179,9.499183,15.019326,5.432267,5.315977,1.8269646,2.0103526
16.147184,19.026814,17.673084,23.318798,9.261658,15.809856,5.602151,5.5847406,1.947225,2.0993538
15.123373,16.476393,17.091969,20.755371,9.849995,14.682134,5.6526804,5.4408693,1.8517534,2.0378978
14.433924,15.101927,16.567396,19.382809,9.94061,14.074554,5.593376,5.38826,1.786174,2.01236
13.945625,13.986706,15.876717,18.059559,9.793325,13.362257,5.442806,5.2112417,1.7020804,1.9510148
13.278785,12.672838,14.34824,16.173655,8.886069,12.19274,4.8771105,4.7367754,1.4980797,1.8063257
13.318945,12.81212,14.687417,16.41508,9.039893,12.321334,4.9306736,4.772323,1.5159309,1.8159817
13.254873,13.047622,14.8340435,16.77771,9.116331,12.579754,5.0125675,4.875293,1.5508336,1.8545902
13.27157,13.119917,14.702742,16.852339,8.905146,12.596563,4.908835,4.8864403,1.5335552,1.8593185
13.785432,13.705131,15.489699,17.571604,9.413883,13.002013,5.182991,5.0040784,1.6178633,1.8899858
15.1232815,15.480481,17.149338,19.518705,9.79257,13.861301,5.330301,5.0860167,1.7071943,1.9116734
15.905237,16.61927,18.012768,20.766552,9.876495,14.3915825,5.386441,5.1732163,1.7609183,1.9294238
16.647861,17.417511,18.66094,21.4282,9.955901,14.596318,5.380148,5.0400815,1.7747568,1.9003565
16.286572,17.05171,18.069244,20.770046,9.578751,14.222534,5.1429105,4.751004,1.689808,1.8444781
14.099911,14.402196,15.568693,18.082535,9.008492,13.084607,4.963349,4.8279824,1.5754547,1.8461831
14.036886,14.484328,15.612921,18.25888,9.088225,13.24244,5.052199,4.9292116,1.6063266,1.8783519
14.114192,14.6367,15.739213,18.533985,9.231486,13.453283,5.174391,5.0649176,1.651122,1.9172283
13.884456,14.033234,15.934567,18.17005,9.747386,13.442285,5.4010797,5.225803,1.6971431,1.9586368
13.841125,13.847569,15.623489,17.885397,9.542505,13.24342,5.297732,5.184058,1.6629591,1.9397886
13.395777,12.769417,15.106604,16.634949,9.514273,12.580746,5.185691,5.0004196,1.5923866,1.8777151
12.830426,11.9376,14.167968,15.5438595,9.127225,11.968518,4.9766474,4.7804,1.5119861,1.8162699
13.049154,12.406834,14.730816,16.184301,9.445866,12.365753,5.1615005,4.906946,1.5717094,1.859266
14.412087,14.9139385,15.820753,18.556347,9.059872,13.288338,5.0228667,4.814809,1.603339,1.8449755
14.176571,15.019779,15.713736,18.824234,9.039445,13.544009,5.0899706,4.9736376,1.6386373,1.9020364
14.401655,15.53059,15.906747,19.50631,9.025025,13.926072,5.166667,5.1768813,1.6899408,1.9569067
15.793032,16.685524,17.365498,20.647013,9.429095,14.287827,5.253532,5.1256404,1.7303886,1.9181206
15.1992445,15.396397,16.602589,19.161564,9.372284,13.577014,5.1368027,4.9474607,1.64719,1.8676976
14.644387,14.593792,16.433344,18.390406,9.558286,13.252096,5.1579905,4.8826222,1.6223364,1.8528877
14.523871,14.738848,16.067656,18.351696,9.087134,13.126588,4.927419,4.724285,1.56386,1.8145709
13.744591,14.132819,15.142684,17.785238,8.711267,12.937376,4.8207293,4.799967,1.5357296,1.8414177
13.412116,13.460251,14.685451,17.07207,8.667832,12.601879,4.786849,4.778303,1.5081929,1.8281748
13.9071665,14.060265,15.274675,17.72958,8.944405,12.93,4.943622,4.841438,1.5631862,1.8459778
14.408833,14.895642,15.824044,18.634537,8.961306,13.342613,4.9689636,4.9011154,1.5987079,1.8670579
14.1841135,14.870159,15.713259,18.777458,8.98275,13.532705,5.0480485,5.067176,1.6319069,1.9188336
14.938857,15.228216,16.555805,19.092606,9.321593,13.564002,5.0977798,4.9857635,1.637877,1.8771338
14.171361,14.0924425,15.908019,17.917706,9.4648075,13.095547,5.152458,4.929323,1.6142635,1.8679441
14.496541,14.810997,16.276077,18.622509,9.348925,13.377619,5.0911064,4.8906264,1.6192939,1.8644964
13.932851,14.550895,15.438012,18.40593,8.8987,13.348511,4.9906898,5.013115,1.6047834,1.9053822
1.0262842,0.7417927,2.1690063,1.6620378,1.3773041,1.4911394,0.46812153,0.6748395,0.14082098,0.27671218
1.0306807,0.753211,2.1540642,1.6517,1.372549,1.4770498,0.46985626,0.666872,0.13993049,0.2730844
1.1149197,0.7736778,2.305664,1.7060413,1.435585,1.5058784,0.47890472,0.6693425,0.14236712,0.27357793
1.0679121,0.74525785,2.2518806,1.6763048,1.4315395,1.4994707,0.4840927,0.67956877,0.14370847,0.27686238
1.1582403,0.79095554,2.3815231,1.7375956,1.4740524,1.5250101,0.48918056,0.67320776,0.1448381,0.2747357
1.060544,0.7472105,2.221859,1.6588545,1.4109306,1.479681,0.4762516,0.66962385,0.14111137,0.27288175
1.0521002,0.7704201,2.1594696,1.6735697,1.3282585,1.4775572,0.4410677,0.651474,0.13493228,0.2703948
0.9768448,0.7243128,2.0563583,1.6207409,1.298212,1.4588041,0.4366989,0.66187096,0.13431668,0.27388716
